"LOCATION","Reporter country","FLOW","Flow","PARTNER","Partner country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","EXP","Exports","EST","Estonia","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,91834561,,
"BEL","Belgium","EXP","Exports","EST","Estonia","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,111548074,,
"BEL","Belgium","EXP","Exports","EST","Estonia","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,108685231,,
"BEL","Belgium","EXP","Exports","EST","Estonia","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,128081279,,
"BEL","Belgium","EXP","Exports","EST","Estonia","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,91766193,,
"BEL","Belgium","EXP","Exports","EST","Estonia","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,105370683,,
"BEL","Belgium","EXP","Exports","IND","India","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,1624845116,,
"BEL","Belgium","EXP","Exports","IND","India","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,1837490906,,
"BEL","Belgium","EXP","Exports","IND","India","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,1661477594,,
"BEL","Belgium","EXP","Exports","IND","India","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,1769498013,,
"BEL","Belgium","EXP","Exports","IND","India","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,1913501222,,
"BEL","Belgium","EXP","Exports","IND","India","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,1931888260,,
"BEL","Belgium","EXP","Exports","IND","India","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,1668982156,,
"BEL","Belgium","EXP","Exports","IND","India","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,1464256097,,
"BEL","Belgium","EXP","Exports","IDN","Indonesia","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,152982307,,
"BEL","Belgium","EXP","Exports","IDN","Indonesia","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,144870951,,
"BEL","Belgium","EXP","Exports","IDN","Indonesia","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,161606281,,
"BEL","Belgium","EXP","Exports","IDN","Indonesia","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,188860809,,
"BEL","Belgium","EXP","Exports","IDN","Indonesia","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,183343704,,
"BEL","Belgium","EXP","Exports","IDN","Indonesia","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,165127984,,
"BEL","Belgium","EXP","Exports","IDN","Indonesia","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,190187031,,
"BEL","Belgium","EXP","Exports","IDN","Indonesia","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,181957727,,
"BEL","Belgium","EXP","Exports","ISR","Israel","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,611041347,,
"BEL","Belgium","EXP","Exports","ISR","Israel","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,568944726,,
"BEL","Belgium","EXP","Exports","ISR","Israel","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,610997250,,
"BEL","Belgium","EXP","Exports","ISR","Israel","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,773991476,,
"BEL","Belgium","EXP","Exports","ISR","Israel","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,684154065,,
"BEL","Belgium","EXP","Exports","ISR","Israel","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,552153343,,
"BEL","Belgium","EXP","Exports","ISR","Israel","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,587657144,,
"BEL","Belgium","EXP","Exports","ISR","Israel","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,525625225,,
"BEL","Belgium","EXP","Exports","RUS","Russia","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,1047109247,,
"BEL","Belgium","EXP","Exports","RUS","Russia","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,836649134,,
"BEL","Belgium","EXP","Exports","RUS","Russia","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,967180221,,
"BEL","Belgium","EXP","Exports","RUS","Russia","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,928696015,,
"BEL","Belgium","EXP","Exports","RUS","Russia","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,1072396635,,
"BEL","Belgium","EXP","Exports","RUS","Russia","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,467656797,,
"BEL","Belgium","EXP","Exports","RUS","Russia","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,570675811,,
"BEL","Belgium","EXP","Exports","RUS","Russia","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,678194337,,
"BEL","Belgium","EXP","Exports","SAU","Saudi Arabia","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,370891358,,
"BEL","Belgium","EXP","Exports","SAU","Saudi Arabia","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,600089650,,
"BEL","Belgium","EXP","Exports","SAU","Saudi Arabia","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,508636751,,
"BEL","Belgium","EXP","Exports","SAU","Saudi Arabia","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,453750882,,
"BEL","Belgium","EXP","Exports","SAU","Saudi Arabia","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,888045787,,
"BEL","Belgium","EXP","Exports","SAU","Saudi Arabia","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,449016083,,
"BEL","Belgium","EXP","Exports","SAU","Saudi Arabia","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,395106104,,
"BEL","Belgium","EXP","Exports","SAU","Saudi Arabia","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,487994699,,
"BEL","Belgium","EXP","Exports","SVN","Slovenia","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,137424845,,
"BEL","Belgium","EXP","Exports","SVN","Slovenia","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,150292464,,
"BEL","Belgium","EXP","Exports","SVN","Slovenia","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,147204172,,
"BEL","Belgium","EXP","Exports","SVN","Slovenia","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,157766376,,
"BEL","Belgium","EXP","Exports","SVN","Slovenia","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,186344932,,
"BEL","Belgium","EXP","Exports","SVN","Slovenia","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,191588395,,
"BEL","Belgium","EXP","Exports","SVN","Slovenia","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,168148394,,
"BEL","Belgium","EXP","Exports","SVN","Slovenia","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,161764747,,
"BEL","Belgium","EXP","Exports","ZAF","South Africa","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,251447407,,
"BEL","Belgium","EXP","Exports","ZAF","South Africa","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,346520397,,
"BEL","Belgium","EXP","Exports","ZAF","South Africa","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,410967462,,
"BEL","Belgium","EXP","Exports","ZAF","South Africa","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,384849731,,
"BEL","Belgium","EXP","Exports","ZAF","South Africa","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,452883894,,
"BEL","Belgium","EXP","Exports","ZAF","South Africa","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,408839852,,
"BEL","Belgium","EXP","Exports","ZAF","South Africa","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,355434576,,
"BEL","Belgium","EXP","Exports","ZAF","South Africa","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,371593500,,
"BEL","Belgium","EXP","Exports","WLD","World","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,87410829078,,
"BEL","Belgium","EXP","Exports","WLD","World","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,96903105511,,
"BEL","Belgium","EXP","Exports","WLD","World","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,96080912518,,
"BEL","Belgium","EXP","Exports","WLD","World","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,105484393838,,
"BEL","Belgium","EXP","Exports","WLD","World","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,116212309465,,
"BEL","Belgium","EXP","Exports","WLD","World","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,116796761759,,
"BEL","Belgium","EXP","Exports","WLD","World","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,116719449796,,
"BEL","Belgium","EXP","Exports","WLD","World","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,112974780881,,
"CAN","Canada","EXP","Exports","AUS","Australia","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,416402488,,
"CAN","Canada","EXP","Exports","AUS","Australia","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,454731439,,
"CAN","Canada","EXP","Exports","AUS","Australia","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,421579282,,
"CAN","Canada","EXP","Exports","AUS","Australia","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,546965914,,
"CAN","Canada","EXP","Exports","AUS","Australia","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,415775578,,
"CAN","Canada","EXP","Exports","AUS","Australia","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,803421438,,
"CAN","Canada","EXP","Exports","AUS","Australia","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,654895025,,
"CAN","Canada","EXP","Exports","AUS","Australia","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,531630777,,
"CAN","Canada","EXP","Exports","AUS","Australia","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,580384979,,
"CAN","Canada","EXP","Exports","AUT","Austria","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,32932546,,
"CAN","Canada","EXP","Exports","AUT","Austria","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,131196151,,
"CAN","Canada","EXP","Exports","AUT","Austria","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,74622130,,
"CAN","Canada","EXP","Exports","AUT","Austria","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,35300155,,
"CAN","Canada","EXP","Exports","AUT","Austria","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,26120060,,
"CAN","Canada","EXP","Exports","AUT","Austria","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,44905819,,
"CAN","Canada","EXP","Exports","AUT","Austria","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,100152070,,
"CAN","Canada","EXP","Exports","AUT","Austria","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,38499554,,
"CAN","Canada","EXP","Exports","AUT","Austria","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,103373585,,
"CAN","Canada","EXP","Exports","BEL","Belgium","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,575057697,,
"CAN","Canada","EXP","Exports","BEL","Belgium","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,798901348,,
"CAN","Canada","EXP","Exports","BEL","Belgium","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,819258231,,
"CAN","Canada","EXP","Exports","BEL","Belgium","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,923854088,,
"CAN","Canada","EXP","Exports","BEL","Belgium","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,879373560,,
"CAN","Canada","EXP","Exports","BEL","Belgium","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,995776407,,
"CAN","Canada","EXP","Exports","BEL","Belgium","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,981928340,,
"CAN","Canada","EXP","Exports","BEL","Belgium","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,862928250,,
"CAN","Canada","EXP","Exports","BEL","Belgium","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,689304908,,
"CAN","Canada","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,42776663,,
"CAN","Canada","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,52624766,,
"CAN","Canada","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,47032543,,
"CAN","Canada","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,38576041,,
"CAN","Canada","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,37474711,,
"CAN","Canada","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,53382405,,
"CAN","Canada","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,56489467,,
"CAN","Canada","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,35952708,,
"CAN","Canada","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,25955799,,
"CAN","Canada","EXP","Exports","DNK","Denmark","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,36724450,,
"CAN","Canada","EXP","Exports","DNK","Denmark","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,56382607,,
"CAN","Canada","EXP","Exports","DNK","Denmark","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,49288237,,
"CAN","Canada","EXP","Exports","DNK","Denmark","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,53734704,,
"CAN","Canada","EXP","Exports","DNK","Denmark","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,46849950,,
"CAN","Canada","EXP","Exports","DNK","Denmark","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,71702341,,
"CAN","Canada","EXP","Exports","DNK","Denmark","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,49457966,,
"CAN","Canada","EXP","Exports","DNK","Denmark","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,85987277,,
"CAN","Canada","EXP","Exports","DNK","Denmark","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,73877628,,
"CAN","Canada","EXP","Exports","FIN","Finland","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,198443920,,
"CAN","Canada","EXP","Exports","FIN","Finland","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,94412646,,
"CAN","Canada","EXP","Exports","FIN","Finland","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,166919408,,
"CAN","Canada","EXP","Exports","FIN","Finland","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,89569682,,
"CAN","Canada","EXP","Exports","FIN","Finland","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,149288509,,
"CAN","Canada","EXP","Exports","FIN","Finland","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,149855845,,
"CAN","Canada","EXP","Exports","FIN","Finland","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,137575148,,
"CAN","Canada","EXP","Exports","FIN","Finland","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,75264978,,
"CAN","Canada","EXP","Exports","FIN","Finland","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,63379168,,
"CAN","Canada","EXP","Exports","FRA","France","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,656835138,,
"CAN","Canada","EXP","Exports","FRA","France","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,657974231,,
"CAN","Canada","EXP","Exports","FRA","France","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,921898990,,
"CAN","Canada","EXP","Exports","FRA","France","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,981407504,,
"CAN","Canada","EXP","Exports","FRA","France","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,674500876,,
"CAN","Canada","EXP","Exports","FRA","France","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,755391017,,
"CAN","Canada","EXP","Exports","FRA","France","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,779338952,,
"CAN","Canada","EXP","Exports","FRA","France","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,812708160,,
"CAN","Canada","EXP","Exports","FRA","France","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,795680467,,
"CAN","Canada","EXP","Exports","DEU","Germany","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,1169459848,,
"CAN","Canada","EXP","Exports","DEU","Germany","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,1290682575,,
"CAN","Canada","EXP","Exports","DEU","Germany","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,1495991685,,
"CAN","Canada","EXP","Exports","DEU","Germany","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,1191233008,,
"CAN","Canada","EXP","Exports","DEU","Germany","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,1243913492,,
"CAN","Canada","EXP","Exports","DEU","Germany","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,1376922838,,
"CAN","Canada","EXP","Exports","DEU","Germany","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,1556242292,,
"CAN","Canada","EXP","Exports","DEU","Germany","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,1366378321,,
"CAN","Canada","EXP","Exports","DEU","Germany","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,1369283978,,
"CAN","Canada","EXP","Exports","GRC","Greece","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,19367400,,
"CAN","Canada","EXP","Exports","GRC","Greece","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,46393174,,
"CAN","Canada","EXP","Exports","GRC","Greece","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,14655828,,
"CAN","Canada","EXP","Exports","GRC","Greece","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,34876407,,
"CAN","Canada","EXP","Exports","GRC","Greece","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,28060659,,
"CAN","Canada","EXP","Exports","GRC","Greece","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,30383671,,
"CAN","Canada","EXP","Exports","GRC","Greece","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,21038685,,
"CAN","Canada","EXP","Exports","GRC","Greece","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,35352764,,
"CAN","Canada","EXP","Exports","GRC","Greece","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,21141418,,
"CAN","Canada","EXP","Exports","HUN","Hungary","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,20501675,,
"CAN","Canada","EXP","Exports","HUN","Hungary","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,18689308,,
"CAN","Canada","EXP","Exports","HUN","Hungary","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,26282250,,
"CAN","Canada","EXP","Exports","HUN","Hungary","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,19485724,,
"CAN","Canada","EXP","Exports","HUN","Hungary","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,20024053,,
"CAN","Canada","EXP","Exports","HUN","Hungary","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,17288229,,
"CAN","Canada","EXP","Exports","HUN","Hungary","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,20196552,,
"CAN","Canada","EXP","Exports","HUN","Hungary","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,19329156,,
"CAN","Canada","EXP","Exports","HUN","Hungary","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,20653277,,
"CAN","Canada","EXP","Exports","ISL","Iceland","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,15125358,,
"CAN","Canada","EXP","Exports","ISL","Iceland","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,17864108,,
"CAN","Canada","EXP","Exports","ISL","Iceland","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,18996544,,
"CAN","Canada","EXP","Exports","ISL","Iceland","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,18710173,,
"CAN","Canada","EXP","Exports","ISL","Iceland","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,16861219,,
"CAN","Canada","EXP","Exports","ISL","Iceland","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,20000834,,
"CAN","Canada","EXP","Exports","ISL","Iceland","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,18703044,,
"CAN","Canada","EXP","Exports","ISL","Iceland","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,14058346,,
"CAN","Canada","EXP","Exports","ISL","Iceland","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,10309116,,
"CAN","Canada","EXP","Exports","IRL","Ireland","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,218407024,,
"CAN","Canada","EXP","Exports","IRL","Ireland","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,192438063,,
"CAN","Canada","EXP","Exports","IRL","Ireland","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,78121580,,
"CAN","Canada","EXP","Exports","IRL","Ireland","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,131670436,,
"CAN","Canada","EXP","Exports","IRL","Ireland","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,69285072,,
"CAN","Canada","EXP","Exports","IRL","Ireland","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,216613815,,
"CAN","Canada","EXP","Exports","IRL","Ireland","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,210113327,,
"CAN","Canada","EXP","Exports","IRL","Ireland","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,208326147,,
"CAN","Canada","EXP","Exports","IRL","Ireland","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,126267846,,
"CAN","Canada","EXP","Exports","ITA","Italy","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,540433094,,
"CAN","Canada","EXP","Exports","ITA","Italy","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,505307529,,
"CAN","Canada","EXP","Exports","ITA","Italy","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,478255898,,
"CAN","Canada","EXP","Exports","ITA","Italy","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,589300814,,
"CAN","Canada","EXP","Exports","ITA","Italy","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,506576301,,
"CAN","Canada","EXP","Exports","ITA","Italy","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,423221047,,
"CAN","Canada","EXP","Exports","ITA","Italy","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,472589027,,
"CAN","Canada","EXP","Exports","ITA","Italy","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,777767465,,
"CAN","Canada","EXP","Exports","ITA","Italy","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,495664491,,
"CAN","Canada","EXP","Exports","JPN","Japan","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,2501600151,,
"CAN","Canada","EXP","Exports","JPN","Japan","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,2879590751,,
"CAN","Canada","EXP","Exports","JPN","Japan","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,3172648394,,
"CAN","Canada","EXP","Exports","JPN","Japan","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,2906012271,,
"CAN","Canada","EXP","Exports","JPN","Japan","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,3381357403,,
"CAN","Canada","EXP","Exports","JPN","Japan","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,3769142369,,
"CAN","Canada","EXP","Exports","JPN","Japan","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,3511744679,,
"CAN","Canada","EXP","Exports","JPN","Japan","Q","Quarterly","2022-Q4","Q4-2022","USD","US Dollar","0","Units",,,3159382192,,
