"LOCATION","Reporter country","FLOW","Flow","PARTNER","Partner country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISR","Israel","EXP","Exports","EST","Estonia","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,3150000,,
"ISR","Israel","EXP","Exports","EST","Estonia","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,3013000,,
"ISR","Israel","EXP","Exports","EST","Estonia","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,3866000,,
"ISR","Israel","EXP","Exports","EST","Estonia","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,2811000,,
"ISR","Israel","EXP","Exports","EST","Estonia","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,4109000,,
"ISR","Israel","EXP","Exports","IND","India","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,678470000,,
"ISR","Israel","EXP","Exports","IND","India","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,671729000,,
"ISR","Israel","EXP","Exports","IND","India","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,683553000,,
"ISR","Israel","EXP","Exports","IND","India","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,788739000,,
"ISR","Israel","EXP","Exports","IND","India","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,1092611000,,
"ISR","Israel","EXP","Exports","IND","India","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,932701000,,
"ISR","Israel","EXP","Exports","IND","India","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,686255000,,
"ISR","Israel","EXP","Exports","IND","India","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,619297000,,
"ISR","Israel","EXP","Exports","IDN","Indonesia","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,5596000,,
"ISR","Israel","EXP","Exports","IDN","Indonesia","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,6226000,,
"ISR","Israel","EXP","Exports","IDN","Indonesia","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,5979000,,
"ISR","Israel","EXP","Exports","IDN","Indonesia","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,8424000,,
"ISR","Israel","EXP","Exports","IDN","Indonesia","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,7216000,,
"ISR","Israel","EXP","Exports","IDN","Indonesia","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,15387000,,
"ISR","Israel","EXP","Exports","IDN","Indonesia","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,6675000,,
"ISR","Israel","EXP","Exports","IDN","Indonesia","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,7929000,,
"ISR","Israel","EXP","Exports","RUS","Russia","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,181823000,,
"ISR","Israel","EXP","Exports","RUS","Russia","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,253115000,,
"ISR","Israel","EXP","Exports","RUS","Russia","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,122071000,,
"ISR","Israel","EXP","Exports","RUS","Russia","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,229929000,,
"ISR","Israel","EXP","Exports","RUS","Russia","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,189139000,,
"ISR","Israel","EXP","Exports","RUS","Russia","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,103456000,,
"ISR","Israel","EXP","Exports","RUS","Russia","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,126560000,,
"ISR","Israel","EXP","Exports","RUS","Russia","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,186938000,,
"ISR","Israel","EXP","Exports","SVN","Slovenia","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,121604000,,
"ISR","Israel","EXP","Exports","SVN","Slovenia","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,82021000,,
"ISR","Israel","EXP","Exports","SVN","Slovenia","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,71426000,,
"ISR","Israel","EXP","Exports","SVN","Slovenia","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,82982000,,
"ISR","Israel","EXP","Exports","SVN","Slovenia","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,244435000,,
"ISR","Israel","EXP","Exports","SVN","Slovenia","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,145958000,,
"ISR","Israel","EXP","Exports","SVN","Slovenia","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,103271000,,
"ISR","Israel","EXP","Exports","SVN","Slovenia","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,243116000,,
"ISR","Israel","EXP","Exports","ZAF","South Africa","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,49929000,,
"ISR","Israel","EXP","Exports","ZAF","South Africa","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,55277000,,
"ISR","Israel","EXP","Exports","ZAF","South Africa","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,53684000,,
"ISR","Israel","EXP","Exports","ZAF","South Africa","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,65717000,,
"ISR","Israel","EXP","Exports","ZAF","South Africa","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,62887000,,
"ISR","Israel","EXP","Exports","ZAF","South Africa","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,68046000,,
"ISR","Israel","EXP","Exports","ZAF","South Africa","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,80298000,,
"ISR","Israel","EXP","Exports","ZAF","South Africa","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,61785000,,
"ISR","Israel","EXP","Exports","WLD","World","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,13770371000,,
"ISR","Israel","EXP","Exports","WLD","World","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,14587127000,,
"ISR","Israel","EXP","Exports","WLD","World","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,13878730000,,
"ISR","Israel","EXP","Exports","WLD","World","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,17827133000,,
"ISR","Israel","EXP","Exports","WLD","World","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,18095030000,,
"ISR","Israel","EXP","Exports","WLD","World","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,18868654000,,
"ISR","Israel","EXP","Exports","WLD","World","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,17492344000,,
"ISR","Israel","EXP","Exports","WLD","World","Q","Quarterly","2023-Q1","Q1-2023","USD","US Dollar","0","Units",,,16730400000,,
"SVN","Slovenia","EXP","Exports","AUS","Australia","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,31861265,,
"SVN","Slovenia","EXP","Exports","AUS","Australia","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,41061594,,
"SVN","Slovenia","EXP","Exports","AUS","Australia","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,26837642,,
"SVN","Slovenia","EXP","Exports","AUS","Australia","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,28283639,,
"SVN","Slovenia","EXP","Exports","AUS","Australia","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,27300720,,
"SVN","Slovenia","EXP","Exports","AUS","Australia","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,30727166,,
"SVN","Slovenia","EXP","Exports","AUS","Australia","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,31691349,,
"SVN","Slovenia","EXP","Exports","AUT","Austria","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,668731910,,
"SVN","Slovenia","EXP","Exports","AUT","Austria","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,767277136,,
"SVN","Slovenia","EXP","Exports","AUT","Austria","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,753248519,,
"SVN","Slovenia","EXP","Exports","AUT","Austria","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,859153806,,
"SVN","Slovenia","EXP","Exports","AUT","Austria","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,868673833,,
"SVN","Slovenia","EXP","Exports","AUT","Austria","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,910542988,,
"SVN","Slovenia","EXP","Exports","AUT","Austria","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,955572451,,
"SVN","Slovenia","EXP","Exports","BEL","Belgium","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,126629320,,
"SVN","Slovenia","EXP","Exports","BEL","Belgium","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,132601084,,
"SVN","Slovenia","EXP","Exports","BEL","Belgium","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,116748508,,
"SVN","Slovenia","EXP","Exports","BEL","Belgium","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,127357882,,
"SVN","Slovenia","EXP","Exports","BEL","Belgium","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,124493468,,
"SVN","Slovenia","EXP","Exports","BEL","Belgium","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,105581238,,
"SVN","Slovenia","EXP","Exports","BEL","Belgium","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,121147061,,
"SVN","Slovenia","EXP","Exports","CAN","Canada","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,37260173,,
"SVN","Slovenia","EXP","Exports","CAN","Canada","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,37515717,,
"SVN","Slovenia","EXP","Exports","CAN","Canada","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,32300505,,
"SVN","Slovenia","EXP","Exports","CAN","Canada","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,45441888,,
"SVN","Slovenia","EXP","Exports","CAN","Canada","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,37616087,,
"SVN","Slovenia","EXP","Exports","CAN","Canada","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,44868173,,
"SVN","Slovenia","EXP","Exports","CAN","Canada","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,38928457,,
"SVN","Slovenia","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,236613588,,
"SVN","Slovenia","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,250152929,,
"SVN","Slovenia","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,250012233,,
"SVN","Slovenia","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,267496225,,
"SVN","Slovenia","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,284907728,,
"SVN","Slovenia","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,301891457,,
"SVN","Slovenia","EXP","Exports","CZE","Czech Republic","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,262940738,,
"SVN","Slovenia","EXP","Exports","DNK","Denmark","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,118511943,,
"SVN","Slovenia","EXP","Exports","DNK","Denmark","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,123536177,,
"SVN","Slovenia","EXP","Exports","DNK","Denmark","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,121639092,,
"SVN","Slovenia","EXP","Exports","DNK","Denmark","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,138194865,,
"SVN","Slovenia","EXP","Exports","DNK","Denmark","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,141956153,,
"SVN","Slovenia","EXP","Exports","DNK","Denmark","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,133809582,,
"SVN","Slovenia","EXP","Exports","DNK","Denmark","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,118765517,,
"SVN","Slovenia","EXP","Exports","FIN","Finland","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,30011423,,
"SVN","Slovenia","EXP","Exports","FIN","Finland","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,31543484,,
"SVN","Slovenia","EXP","Exports","FIN","Finland","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,31842908,,
"SVN","Slovenia","EXP","Exports","FIN","Finland","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,34648724,,
"SVN","Slovenia","EXP","Exports","FIN","Finland","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,36115979,,
"SVN","Slovenia","EXP","Exports","FIN","Finland","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,43613693,,
"SVN","Slovenia","EXP","Exports","FIN","Finland","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,36568862,,
"SVN","Slovenia","EXP","Exports","FRA","France","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,585149736,,
"SVN","Slovenia","EXP","Exports","FRA","France","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,493162459,,
"SVN","Slovenia","EXP","Exports","FRA","France","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,419762161,,
"SVN","Slovenia","EXP","Exports","FRA","France","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,492371043,,
"SVN","Slovenia","EXP","Exports","FRA","France","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,482847950,,
"SVN","Slovenia","EXP","Exports","FRA","France","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,496653013,,
"SVN","Slovenia","EXP","Exports","FRA","France","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,417839943,,
"SVN","Slovenia","EXP","Exports","DEU","Germany","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,2056458822,,
"SVN","Slovenia","EXP","Exports","DEU","Germany","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,2101763603,,
"SVN","Slovenia","EXP","Exports","DEU","Germany","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,1963000114,,
"SVN","Slovenia","EXP","Exports","DEU","Germany","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,2011630539,,
"SVN","Slovenia","EXP","Exports","DEU","Germany","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,2124808873,,
"SVN","Slovenia","EXP","Exports","DEU","Germany","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,2135841245,,
"SVN","Slovenia","EXP","Exports","DEU","Germany","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,1890498300,,
"SVN","Slovenia","EXP","Exports","GRC","Greece","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,56133014,,
"SVN","Slovenia","EXP","Exports","GRC","Greece","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,48256654,,
"SVN","Slovenia","EXP","Exports","GRC","Greece","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,44200100,,
"SVN","Slovenia","EXP","Exports","GRC","Greece","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,48265349,,
"SVN","Slovenia","EXP","Exports","GRC","Greece","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,55227112,,
"SVN","Slovenia","EXP","Exports","GRC","Greece","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,49311770,,
"SVN","Slovenia","EXP","Exports","GRC","Greece","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,39872598,,
"SVN","Slovenia","EXP","Exports","HUN","Hungary","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,310735261,,
"SVN","Slovenia","EXP","Exports","HUN","Hungary","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,322376293,,
"SVN","Slovenia","EXP","Exports","HUN","Hungary","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,310605937,,
"SVN","Slovenia","EXP","Exports","HUN","Hungary","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,309845223,,
"SVN","Slovenia","EXP","Exports","HUN","Hungary","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,340854354,,
"SVN","Slovenia","EXP","Exports","HUN","Hungary","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,380585765,,
"SVN","Slovenia","EXP","Exports","HUN","Hungary","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,367164431,,
"SVN","Slovenia","EXP","Exports","ISL","Iceland","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,734726,,
"SVN","Slovenia","EXP","Exports","ISL","Iceland","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,509186,,
"SVN","Slovenia","EXP","Exports","ISL","Iceland","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,834488,,
"SVN","Slovenia","EXP","Exports","ISL","Iceland","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,1555344,,
"SVN","Slovenia","EXP","Exports","ISL","Iceland","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,1384787,,
"SVN","Slovenia","EXP","Exports","ISL","Iceland","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,2225763,,
"SVN","Slovenia","EXP","Exports","ISL","Iceland","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,2606999,,
"SVN","Slovenia","EXP","Exports","IRL","Ireland","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,14451041,,
"SVN","Slovenia","EXP","Exports","IRL","Ireland","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,20095079,,
"SVN","Slovenia","EXP","Exports","IRL","Ireland","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,24094005,,
"SVN","Slovenia","EXP","Exports","IRL","Ireland","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,18904580,,
"SVN","Slovenia","EXP","Exports","IRL","Ireland","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,17724585,,
"SVN","Slovenia","EXP","Exports","IRL","Ireland","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,17654435,,
"SVN","Slovenia","EXP","Exports","IRL","Ireland","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,15907332,,
"SVN","Slovenia","EXP","Exports","ITA","Italy","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,1095595038,,
"SVN","Slovenia","EXP","Exports","ITA","Italy","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,1206019596,,
"SVN","Slovenia","EXP","Exports","ITA","Italy","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,1186644086,,
"SVN","Slovenia","EXP","Exports","ITA","Italy","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,1474941930,,
"SVN","Slovenia","EXP","Exports","ITA","Italy","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,1499500780,,
"SVN","Slovenia","EXP","Exports","ITA","Italy","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,1593731941,,
"SVN","Slovenia","EXP","Exports","ITA","Italy","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,1441047850,,
"SVN","Slovenia","EXP","Exports","JPN","Japan","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,22757662,,
"SVN","Slovenia","EXP","Exports","JPN","Japan","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,23856745,,
"SVN","Slovenia","EXP","Exports","JPN","Japan","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,22179304,,
"SVN","Slovenia","EXP","Exports","JPN","Japan","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,25974657,,
"SVN","Slovenia","EXP","Exports","JPN","Japan","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,36712412,,
"SVN","Slovenia","EXP","Exports","JPN","Japan","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,31912183,,
"SVN","Slovenia","EXP","Exports","JPN","Japan","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,35569497,,
"SVN","Slovenia","EXP","Exports","KOR","Korea","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,18813231,,
"SVN","Slovenia","EXP","Exports","KOR","Korea","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,20357799,,
"SVN","Slovenia","EXP","Exports","KOR","Korea","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,17943887,,
"SVN","Slovenia","EXP","Exports","KOR","Korea","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,19486611,,
"SVN","Slovenia","EXP","Exports","KOR","Korea","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,15552622,,
"SVN","Slovenia","EXP","Exports","KOR","Korea","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,19857699,,
"SVN","Slovenia","EXP","Exports","KOR","Korea","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,19284196,,
"SVN","Slovenia","EXP","Exports","LUX","Luxembourg","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,4454078,,
"SVN","Slovenia","EXP","Exports","LUX","Luxembourg","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,4713805,,
"SVN","Slovenia","EXP","Exports","LUX","Luxembourg","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,4589330,,
"SVN","Slovenia","EXP","Exports","LUX","Luxembourg","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,6261956,,
"SVN","Slovenia","EXP","Exports","LUX","Luxembourg","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,6753568,,
"SVN","Slovenia","EXP","Exports","LUX","Luxembourg","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,6955215,,
"SVN","Slovenia","EXP","Exports","LUX","Luxembourg","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,5361558,,
"SVN","Slovenia","EXP","Exports","MEX","Mexico","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,19974033,,
"SVN","Slovenia","EXP","Exports","MEX","Mexico","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,22150175,,
"SVN","Slovenia","EXP","Exports","MEX","Mexico","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,25407523,,
"SVN","Slovenia","EXP","Exports","MEX","Mexico","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,34804159,,
"SVN","Slovenia","EXP","Exports","MEX","Mexico","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,26599268,,
"SVN","Slovenia","EXP","Exports","MEX","Mexico","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,28439655,,
"SVN","Slovenia","EXP","Exports","MEX","Mexico","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,29001286,,
"SVN","Slovenia","EXP","Exports","NLD","Netherlands","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,227116985,,
"SVN","Slovenia","EXP","Exports","NLD","Netherlands","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,225370612,,
"SVN","Slovenia","EXP","Exports","NLD","Netherlands","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,216005931,,
"SVN","Slovenia","EXP","Exports","NLD","Netherlands","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,238897666,,
"SVN","Slovenia","EXP","Exports","NLD","Netherlands","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,230467227,,
"SVN","Slovenia","EXP","Exports","NLD","Netherlands","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,222588752,,
"SVN","Slovenia","EXP","Exports","NLD","Netherlands","Q","Quarterly","2022-Q3","Q3-2022","USD","US Dollar","0","Units",,,191049361,,
"SVN","Slovenia","EXP","Exports","NZL","New Zealand","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,3442187,,
"SVN","Slovenia","EXP","Exports","NZL","New Zealand","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","0","Units",,,4440486,,
"SVN","Slovenia","EXP","Exports","NZL","New Zealand","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","0","Units",,,5362035,,
"SVN","Slovenia","EXP","Exports","NZL","New Zealand","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","0","Units",,,2510061,,
"SVN","Slovenia","EXP","Exports","NZL","New Zealand","Q","Quarterly","2022-Q1","Q1-2022","USD","US Dollar","0","Units",,,3091746,,
"SVN","Slovenia","EXP","Exports","NZL","New Zealand","Q","Quarterly","2022-Q2","Q2-2022","USD","US Dollar","0","Units",,,3397626,,
